"","method","nsnp","b","se","pval","exp","run","mode"
"281210","Weighted median",19,0.0177473475412743,0.0128031247713855,0.165694044128047,1,9,"C"
"381210","Inverse variance weighted",19,0.00223908827394566,0.0109119217809266,0.837418595540085,1,9,"C"
"481210","Simple mode",19,0.0249070300617028,0.0216201106941786,0.264380329992898,1,9,"C"
"581210","Weighted mode",19,0.0249070300617028,0.0185194884716674,0.195356702168503,1,9,"C"
"exposure181210","mvmr",50,-0.00363688659243763,0.00865003267348469,0.675826885402421,1,9,"C"
"exposure281210","mvmr",50,0.246182943148818,0.0910006456124276,0.0091119060175054,2,9,"C"
"191210","MR Egger",19,0.13431201144806,0.044958321401614,0.00827254607964212,1,10,"C"
"291210","Weighted median",19,0.00641915414738666,0.0143886191680943,0.655505377711191,1,10,"C"
"391210","Inverse variance weighted",19,0.0238295347322679,0.0114803937213014,0.0379242736286703,1,10,"C"
"491210","Simple mode",19,0.0104129556226952,0.0243437696545879,0.673909683963227,1,10,"C"
"591210","Weighted mode",19,0.00895999991299569,0.0203115950830852,0.664373691560611,1,10,"C"
"exposure191210","mvmr",50,0.0150314520400251,0.00969860586017601,0.12701729457897,1,10,"C"
"exposure291210","mvmr",50,0.302618455595465,0.0856455305036391,0.000849558419937866,2,10,"C"
"11039","MR Egger",20,-0.0565321842474702,0.0148797170412002,0.00131350133966213,1,11,"C"
"21039","Weighted median",20,-0.00353145094146485,0.0111838119374421,0.75218125473476,1,11,"C"
"31039","Inverse variance weighted",20,-0.0195214023738361,0.00958954866494211,0.0417809275281517,1,11,"C"
"41039","Simple mode",20,0.00773911461447546,0.0151778938816951,0.615997829349125,1,11,"C"
"51039","Weighted mode",20,0.00837565401089088,0.0147749991998099,0.577431945905162,1,11,"C"
"exposure11039","mvmr",50,-0.00138843017208763,0.00693828837540701,0.842145225894594,1,11,"C"
"exposure21039","mvmr",50,0.361053097362812,0.0909857189901142,0.000215209682679916,2,11,"C"
"11139","MR Egger",20,0.111728442261145,0.021051791875968,4.79723192516904e-05,1,12,"C"
"21139","Weighted median",20,0.00529723424024105,0.0110055254799203,0.630285551756709,1,12,"C"
"31139","Inverse variance weighted",20,0.0161712067372534,0.011052314397629,0.143426018888101,1,12,"C"
"41139","Simple mode",20,-0.00534959774757403,0.0202276735612739,0.794265939783656,1,12,"C"
"51139","Weighted mode",20,-0.00106167010789414,0.0220026424351675,0.962019062538338,1,12,"C"
"exposure11139","mvmr",50,0.00655695648315454,0.00802235532366352,0.417328323085667,1,12,"C"
"exposure21139","mvmr",50,0.419529590880624,0.094865295354144,4.7620370635236e-05,2,12,"C"
"112210","MR Egger",19,-0.152566021309751,0.0533757377895097,0.0108808142315279,1,13,"C"
"212210","Weighted median",19,-0.0057977283116181,0.0125941678264426,0.645264837870436,1,13,"C"
"312210","Inverse variance weighted",19,-0.00939057484780226,0.0145316282360434,0.518139292930437,1,13,"C"
"412210","Simple mode",19,-0.0132943600283207,0.0216938479741979,0.547662564992989,1,13,"C"
"512210","Weighted mode",19,-0.0100625323586913,0.0198651109996815,0.618623923199561,1,13,"C"
"exposure112210","mvmr",50,0.00512029555717475,0.00715078660648721,0.477047849498465,1,13,"C"
"exposure212210","mvmr",50,0.489617215979495,0.0762456897887879,3.57092965241664e-08,2,13,"C"
"11329","MR Egger",20,0.102062414308552,0.0700642972769147,0.162423689361033,1,14,"C"
"21329","Weighted median",20,0.00500042180521451,0.0113263982608757,0.65886275753374,1,14,"C"
"31329","Inverse variance weighted",20,0.0138411475036182,0.00842542515595017,0.100427782491171,1,14,"C"
"41329","Simple mode",20,0.0118828131751976,0.0221262494603191,0.597469532493878,1,14,"C"
"51329","Weighted mode",20,0.00586555304548755,0.0207323426133368,0.780299013871885,1,14,"C"
"exposure11329","mvmr",50,0.0105838180635576,0.0077125018481425,0.175645653861669,1,14,"C"
"exposure21329","mvmr",50,0.427795270154279,0.0867903219167492,8.23585257314048e-06,2,14,"C"
"11429","MR Egger",21,-0.0906818690360731,0.0283465047121458,0.00472424532240115,1,15,"C"
"21429","Weighted median",21,0.00629297250734935,0.0138164973053341,0.64877257821495,1,15,"C"
"31429","Inverse variance weighted",21,-0.000291137918232218,0.012449529682108,0.981342806929778,1,15,"C"
"41429","Simple mode",21,0.0302085033396939,0.0292354248754731,0.313804561138347,1,15,"C"
"51429","Weighted mode",21,0.0314232296328832,0.0328819981108653,0.350665386324122,1,15,"C"
"exposure11429","mvmr",50,0.0106918828369618,0.00828726785988707,0.202493434516297,1,15,"C"
"exposure21429","mvmr",50,0.341170167885794,0.0829695505044203,0.000134514883830341,2,15,"C"
"11529","MR Egger",19,0.0472920461031756,0.0200290161093595,0.0304183854967807,1,16,"C"
"21529","Weighted median",19,0.00347537821102847,0.0140103284902045,0.804089302298803,1,16,"C"
"31529","Inverse variance weighted",19,0.0106146469631355,0.01097027009035,0.333252665421907,1,16,"C"
"41529","Simple mode",19,-0.0109378268984718,0.0338089783279107,0.750031162580944,1,16,"C"
"51529","Weighted mode",19,0.0507968399899945,0.0165316210972392,0.00655915966102777,1,16,"C"
"exposure11529","mvmr",50,-0.00356940892657594,0.00875626220779196,0.685149114352596,1,16,"C"
"exposure21529","mvmr",50,0.256228819736018,0.0865273479857541,0.00454581361002837,2,16,"C"
"11629","MR Egger",19,0.0531001920574772,0.0117586548777913,0.000305237686415919,1,17,"C"
"21629","Weighted median",19,0.0277719842065567,0.0104226337857856,0.00770835907734457,1,17,"C"
"31629","Inverse variance weighted",19,0.0214534596768671,0.00903926424839522,0.0176269078165132,1,17,"C"
"41629","Simple mode",19,0.0261372399007096,0.0228170173158726,0.266998187840351,1,17,"C"
"51629","Weighted mode",19,0.0412909546668316,0.0103473627914324,0.00085782506396954,1,17,"C"
"exposure11629","mvmr",50,-0.00302486759136511,0.00819111957327061,0.713358547625159,1,17,"C"
"exposure21629","mvmr",50,0.377209847190764,0.0986217231107075,0.000341336971047577,2,17,"C"
"11729","MR Egger",17,0.0443987816939409,0.0241895572457144,0.086343172663452,1,18,"C"
"21729","Weighted median",17,-9.04476220169885e-05,0.0123243324884026,0.994144420119859,1,18,"C"
"31729","Inverse variance weighted",17,0.00165900006729719,0.0093631779414805,0.859364303642856,1,18,"C"
"41729","Simple mode",17,0.00232732832765525,0.022413566761964,0.918590160609913,1,18,"C"
"51729","Weighted mode",17,-0.00350063953180896,0.0238013984102472,0.884908530878615,1,18,"C"
"exposure11729","mvmr",50,-0.0138548541838903,0.00918166982314656,0.137135928581316,1,18,"C"
"exposure21729","mvmr",50,0.228195216524568,0.0942212378171469,0.0188267867815355,2,18,"C"
"11829","MR Egger",17,0.114551157235307,0.0773211320864453,0.159174067746896,1,19,"C"
"21829","Weighted median",17,0.0084050841814921,0.013157639486128,0.522953835615372,1,19,"C"
"31829","Inverse variance weighted",17,-0.00232832616203244,0.00905829760512086,0.79714948437045,1,19,"C"
"41829","Simple mode",17,0.0134651340297823,0.0238686236661335,0.580484582509108,1,19,"C"
"51829","Weighted mode",17,0.0151934486685509,0.0188434416694779,0.431892256365144,1,19,"C"
"exposure11829","mvmr",50,-0.00357925109842507,0.00740937355813621,0.630998394740656,1,19,"C"
"exposure21829","mvmr",50,0.442599412657222,0.076218700076779,3.47157468670636e-07,2,19,"C"
"11929","MR Egger",21,0.0557249022601867,0.0127481037045243,0.000328531362783432,1,20,"C"
"21929","Weighted median",21,0.0184740099694906,0.0106741542637019,0.0835010860671043,1,20,"C"
"31929","Inverse variance weighted",21,0.0169963721829804,0.00787197600891537,0.0308425201972281,1,20,"C"
"41929","Simple mode",21,0.00261937469960913,0.0230520666989584,0.910665094690827,1,20,"C"
"51929","Weighted mode",21,0.049966645358721,0.0141448532295621,0.00209158871893848,1,20,"C"
"exposure11929","mvmr",50,0.00735546574870242,0.00704691899067787,0.301235360019053,1,20,"C"
"exposure21929","mvmr",50,0.307104650716619,0.0945464285043324,0.00199976822014317,2,20,"C"
"12029","MR Egger",22,-0.000745765381625573,0.0483696893911546,0.987851448745367,1,21,"C"
"22029","Weighted median",22,0.000301898557698845,0.00946023624188395,0.974541933961188,1,21,"C"
"32029","Inverse variance weighted",22,0.00482091182093447,0.00684756241259361,0.481412048909344,1,21,"C"
"42029","Simple mode",22,-0.000518939240280625,0.0178435414616338,0.97707321475997,1,21,"C"
"52029","Weighted mode",22,0.000197188815288032,0.0169813265139514,0.990844706358419,1,21,"C"
"exposure12029","mvmr",50,0.00497662425508707,0.00580503470775374,0.395071006784286,1,21,"C"
"exposure22029","mvmr",50,0.559934999598157,0.0743111230483315,5.57615936580474e-10,2,21,"C"
"12139","MR Egger",19,-0.116020469988004,0.0419219101601636,0.0131743014472785,1,22,"C"
"22139","Weighted median",19,0.0107485171580254,0.0127531141918102,0.399331864012908,1,22,"C"
"32139","Inverse variance weighted",19,0.00704953776933232,0.0123529275478879,0.568218275669272,1,22,"C"
"42139","Simple mode",19,0.0147175449057662,0.0212351766238268,0.497109305376458,1,22,"C"
"52139","Weighted mode",19,0.0132922013569475,0.0177257898705493,0.463016864719308,1,22,"C"
"exposure12139","mvmr",50,0.0162006563147924,0.00874016252941357,0.0692642303439062,1,22,"C"
"exposure22139","mvmr",50,0.350826464112238,0.0868133205170879,0.000169720989221466,2,22,"C"
"122210","MR Egger",20,-0.0740075296177532,0.0170967342536588,0.000404482587711182,1,23,"C"
"222210","Weighted median",20,0.000169206053704802,0.0132432756648095,0.989805903906016,1,23,"C"
"322210","Inverse variance weighted",20,-0.0060882126636754,0.0113377930209397,0.591278713875414,1,23,"C"
"422210","Simple mode",20,0.0246261400166737,0.0260792511480135,0.356880145385636,1,23,"C"
"522210","Weighted mode",20,0.0184871428099521,0.0502053867198929,0.716772165111552,1,23,"C"
"exposure122210","mvmr",50,0.0126501073097169,0.00888171529585024,0.160117034724701,1,23,"C"
"exposure222210","mvmr",50,0.381934596731711,0.092499524010209,0.00012716036558303,2,23,"C"
"12329","MR Egger",15,-0.139193017720797,0.0764446502390409,0.0917194285723653,1,24,"C"
"22329","Weighted median",15,0.00447069724619671,0.0139419259467497,0.748463753796501,1,24,"C"
"32329","Inverse variance weighted",15,0.00359827643168182,0.0104839911965283,0.731435759946912,1,24,"C"
"42329","Simple mode",15,0.0151043112288259,0.0241833557861964,0.542295752029812,1,24,"C"
"52329","Weighted mode",15,0.0167157426888624,0.0239371560814698,0.496414917070409,1,24,"C"
"exposure12329","mvmr",50,0.00892326973095619,0.00816750471638714,0.279449108370308,1,24,"C"
"exposure22329","mvmr",50,0.416107188154752,0.079489959715208,2.77616332929422e-06,2,24,"C"
"12429","MR Egger",16,0.0505688584858697,0.0140986174065484,0.00297543537339222,1,25,"C"
"22429","Weighted median",16,0.0246914500208213,0.011372698508672,0.0299223894184332,1,25,"C"
"32429","Inverse variance weighted",16,0.0207178205976975,0.0081654128824777,0.0111722181027768,1,25,"C"
"42429","Simple mode",16,0.0111072104307165,0.0224458042477707,0.627878499065156,1,25,"C"
"52429","Weighted mode",16,0.0471249482182545,0.0133131429917546,0.00297117032997803,1,25,"C"
"exposure12429","mvmr",50,0.00936481620544509,0.00719104910416746,0.198345272779904,1,25,"C"
"exposure22429","mvmr",50,0.245416548707619,0.0858013618466197,0.00600644150684183,2,25,"C"
"12529","MR Egger",19,0.200395984178524,0.0515572282183721,0.00118498723919752,1,26,"C"
"22529","Weighted median",19,-0.00030393628663341,0.0108837708481362,0.977721457180542,1,26,"C"
"32529","Inverse variance weighted",19,0.00506414420401431,0.0117886378610554,0.667502351458235,1,26,"C"
"42529","Simple mode",19,-0.00353117432603614,0.0174723397946745,0.842104500878513,1,26,"C"
"52529","Weighted mode",19,-0.0019538186994949,0.0161705756794515,0.905167744779444,1,26,"C"
"exposure12529","mvmr",50,-0.000766387887493715,0.00639443128040849,0.905044881608314,1,26,"C"
"exposure22529","mvmr",50,0.419662561544335,0.0710176767845692,2.38303228199449e-07,2,26,"C"
"12629","MR Egger",15,-0.0954569491298512,0.0797010750524709,0.252420704299364,1,27,"C"
"22629","Weighted median",15,0.00696377609150512,0.0127847683204473,0.585964557303704,1,27,"C"
"32629","Inverse variance weighted",15,0.0137301898078958,0.00954976539044332,0.150504566263365,1,27,"C"
"42629","Simple mode",15,0.00144604085415842,0.0243751230037008,0.953532184525443,1,27,"C"
"52629","Weighted mode",15,-0.00103473130293941,0.0237026002647758,0.965796134951187,1,27,"C"
"exposure12629","mvmr",50,0.00978677218098775,0.0087394817211491,0.267740511570665,1,27,"C"
"exposure22629","mvmr",50,0.36084396670262,0.0859666348804215,0.000101368405188252,2,27,"C"
"12729","MR Egger",21,-0.0748805173745912,0.0180036155699461,0.000532676440591092,1,28,"C"
"22729","Weighted median",21,-0.0351953859029137,0.0137264011234534,0.0103454142094796,1,28,"C"
"32729","Inverse variance weighted",21,-0.0228934549612775,0.0122778793247242,0.062236108496959,1,28,"C"
"42729","Simple mode",21,-0.0133335692903859,0.0320590586450797,0.681907259394188,1,28,"C"
"52729","Weighted mode",21,-0.061007987391958,0.0139173656209967,0.000287003164305333,1,28,"C"
"exposure12729","mvmr",50,-0.00110161422177679,0.0105221084795472,0.917005582528997,1,28,"C"
"exposure22729","mvmr",50,0.375721491219252,0.10634501958791,0.00085044543424543,2,28,"C"
"12829","MR Egger",18,0.138672942094004,0.0355395793071486,0.00126860449519028,1,29,"C"
"22829","Weighted median",18,-0.0114176608064173,0.0123264035178504,0.354302183139385,1,29,"C"
"32829","Inverse variance weighted",18,0.00782066843451521,0.0152120259338441,0.607174452919153,1,29,"C"
"42829","Simple mode",18,-0.0216943767309916,0.0206650608047249,0.308501560613837,1,29,"C"
"52829","Weighted mode",18,-0.0216943767309916,0.0210086706633936,0.316240713543379,1,29,"C"
"exposure12829","mvmr",50,0.00230291243873842,0.00847287982727381,0.786813758302991,1,29,"C"
"exposure22829","mvmr",50,0.454858921493101,0.0971308246767607,1.94751770248612e-05,2,29,"C"
"12929","MR Egger",17,0.0327552627324153,0.0805959044181022,0.690178071474961,1,30,"C"
"22929","Weighted median",17,0.0094164590694675,0.0135343154510554,0.486587299948101,1,30,"C"
"32929","Inverse variance weighted",17,-0.00278176130937409,0.0100196367342993,0.781295667735094,1,30,"C"
"42929","Simple mode",17,0.0232400260632804,0.0244399993706503,0.355798775974098,1,30,"C"
"52929","Weighted mode",17,0.0175357461432544,0.0199921406626679,0.393394909858737,1,30,"C"
"exposure12929","mvmr",50,-0.0110110149114962,0.0103412718719989,0.291720701962218,1,30,"C"
"exposure22929","mvmr",50,0.293030871681457,0.0957856522957154,0.00345060821374386,2,30,"C"
"13029","MR Egger",18,0.0997677796650792,0.0271261411461432,0.00203508880400468,1,31,"C"
"23029","Weighted median",18,0.00976669606908016,0.0151919995201119,0.520299258963441,1,31,"C"
"33029","Inverse variance weighted",18,0.0222046801843606,0.0167565108741491,0.185125565070926,1,31,"C"
"43029","Simple mode",18,-0.00258681690384946,0.0287058318130821,0.929249310407342,1,31,"C"
"53029","Weighted mode",18,-0.000118161482904583,0.0539221356943195,0.99827707836056,1,31,"C"
"exposure13029","mvmr",50,0.00382438133162387,0.0114375962885003,0.739396101678262,1,31,"C"
"exposure23029","mvmr",50,0.396886228188183,0.112649775832947,0.000876523610568446,2,31,"C"
"13139","MR Egger",14,0.0523730899754363,0.0121581614183354,0.00101805433298761,1,32,"C"
"23139","Weighted median",14,0.0449528475552278,0.00980405414156193,4.537074237721e-06,1,32,"C"
"33139","Inverse variance weighted",14,0.0300492113464437,0.0102828996080437,0.00347511614402871,1,32,"C"
"43139","Simple mode",14,0.0324372079277097,0.0225212809973418,0.173431954639182,1,32,"C"
"53139","Weighted mode",14,0.0528692059258069,0.00986452801881433,0.000129850049974051,1,32,"C"
"exposure13139","mvmr",50,0.00208736118991324,0.00862521417986089,0.809691560940901,1,32,"C"
"exposure23139","mvmr",50,0.430853011618382,0.111668309771416,0.000306677115973507,2,32,"C"
"132210","MR Egger",19,-0.0515713321123339,0.0991761712767028,0.609770959363397,1,33,"C"
"232210","Weighted median",19,0.000914126844178502,0.0115284898089769,0.936799691129252,1,33,"C"
"332210","Inverse variance weighted",19,0.00247433386289042,0.00885377795844526,0.779886884516324,1,33,"C"
"432210","Simple mode",19,0.00100131772340362,0.0201037322719632,0.960824279213855,1,33,"C"
"532210","Weighted mode",19,0.00415971800125026,0.0190928242624677,0.829982621265188,1,33,"C"
"exposure132210","mvmr",50,0.00121225532141848,0.00767010099226887,0.875007378471218,1,33,"C"
"exposure232210","mvmr",50,0.317867850657393,0.0754305343987145,9.59361498815367e-05,2,33,"C"
"13329","MR Egger",19,-0.0951017109297579,0.0236721802682878,0.000892815885096253,1,34,"C"
"23329","Weighted median",19,-0.0244030862928881,0.0127350824939133,0.0553384322948127,1,34,"C"
"33329","Inverse variance weighted",19,-0.0211232112512314,0.0120560055169207,0.0797582686972747,1,34,"C"
"43329","Simple mode",19,-0.0243929157770615,0.0214128940184139,0.269566380047861,1,34,"C"
"53329","Weighted mode",19,-0.025520679939385,0.0270544644071265,0.358013708218374,1,34,"C"
"exposure13329","mvmr",50,-0.00151056633508819,0.00805572001243434,0.8519598723804,1,34,"C"
"exposure23329","mvmr",50,0.405074306235349,0.0902791818487281,3.82291493662859e-05,2,34,"C"
"13429","MR Egger",18,0.149409714627807,0.0578823385100569,0.0200902889998489,1,35,"C"
"23429","Weighted median",18,-0.0154421505514612,0.0140412106170406,0.271430845838753,1,35,"C"
"33429","Inverse variance weighted",18,-0.00284070830705318,0.012836887226717,0.824864602002678,1,35,"C"
"43429","Simple mode",18,-0.0158352744526414,0.0215352891270763,0.472169690762702,1,35,"C"
"53429","Weighted mode",18,-0.0151530358634005,0.023092129751156,0.520479732571973,1,35,"C"
"exposure13429","mvmr",50,-0.0043256024652042,0.00883122038936353,0.626253817250735,1,35,"C"
"exposure23429","mvmr",50,0.32507497463866,0.0824783429972282,0.000234797499960375,2,35,"C"
"13529","MR Egger",18,-0.139153997585734,0.0423338668928378,0.00464416626666809,1,36,"C"
"23529","Weighted median",18,0.00564587278231857,0.0130431861870958,0.665116525009227,1,36,"C"
